,0,1,2
0,"July 31, 1997",0.741986,FJD Fiji Dollar
0,"August 31, 1997",0.740362,FJD Fiji Dollar
0,"September 30, 1997",0.723095,FJD Fiji Dollar
0,"October 31, 1997",0.719714,FJD Fiji Dollar
0,"November 30, 1997",0.695256,FJD Fiji Dollar
0,"December 31, 1997",0.661873,FJD Fiji Dollar
0,"January 31, 1998",0.656585,FJD Fiji Dollar
0,"February 28, 1998",0.674363,FJD Fiji Dollar
0,"March 31, 1998",0.669627,FJD Fiji Dollar
0,"April 30, 1998",0.652309,FJD Fiji Dollar
0,"May 31, 1998",0.631235,FJD Fiji Dollar
0,"June 30, 1998",0.604559,FJD Fiji Dollar
0,"July 31, 1998",0.618022,FJD Fiji Dollar
0,"August 31, 1998",0.588838,FJD Fiji Dollar
0,"September 30, 1998",0.588862,FJD Fiji Dollar
0,"October 31, 1998",0.617852,FJD Fiji Dollar
0,"November 30, 1998",0.634942,FJD Fiji Dollar
0,"December 31, 1998",0.618205,FJD Fiji Dollar
0,"January 31, 1999",0.632438,FJD Fiji Dollar
0,"February 28, 1999",0.640356,FJD Fiji Dollar
0,"March 31, 1999",0.630812,FJD Fiji Dollar
0,"April 30, 1999",0.643106,FJD Fiji Dollar
0,"May 31, 1999",0.662591,FJD Fiji Dollar
0,"June 30, 1999",0.656407,FJD Fiji Dollar
0,"July 31, 1999",0.656213,FJD Fiji Dollar
0,"August 31, 1999",0.644636,FJD Fiji Dollar
0,"September 30, 1999",0.649619,FJD Fiji Dollar
0,"October 31, 1999",0.651144,FJD Fiji Dollar
0,"November 30, 1999",0.638834,FJD Fiji Dollar
0,"December 31, 1999",0.640753,FJD Fiji Dollar
0,"January 31, 2000",0.656473,FJD Fiji Dollar
0,"February 29, 2000",0.627936,FJD Fiji Dollar
0,"March 31, 2000",0.608637,FJD Fiji Dollar
0,"April 30, 2000",0.595797,FJD Fiji Dollar
0,"May 31, 2000",0.578235,FJD Fiji Dollar
0,"June 30, 2000",0.593783,FJD Fiji Dollar
0,"July 31, 2000",0.588344,FJD Fiji Dollar
0,"August 31, 2000",0.580595,FJD Fiji Dollar
0,"September 30, 2000",0.553183,FJD Fiji Dollar
0,"October 31, 2000",0.528437,FJD Fiji Dollar
0,"November 30, 2000",0.522436,FJD Fiji Dollar
0,"December 31, 2000",0.547552,FJD Fiji Dollar
0,"January 31, 2001",0.555634,FJD Fiji Dollar
0,"February 28, 2001",0.53462,FJD Fiji Dollar
0,"March 31, 2001",0.504155,FJD Fiji Dollar
0,"April 30, 2001",0.501531,FJD Fiji Dollar
0,"May 31, 2001",0.520594,FJD Fiji Dollar
0,"June 30, 2001",0.518121,FJD Fiji Dollar
0,"July 31, 2001",0.510379,FJD Fiji Dollar
0,"August 31, 2001",0.524508,FJD Fiji Dollar
0,"September 30, 2001",0.506944,FJD Fiji Dollar
0,"October 31, 2001",0.504499,FJD Fiji Dollar
0,"November 30, 2001",0.517075,FJD Fiji Dollar
0,"December 31, 2001",0.51426,FJD Fiji Dollar
0,"January 31, 2002",0.517389,FJD Fiji Dollar
0,"February 28, 2002",0.51305,FJD Fiji Dollar
0,"March 31, 2002",0.524835,FJD Fiji Dollar
0,"April 30, 2002",0.535586,FJD Fiji Dollar
0,"May 31, 2002",0.54908,FJD Fiji Dollar
0,"June 30, 2002",0.568429,FJD Fiji Dollar
0,"July 31, 2002",0.554785,FJD Fiji Dollar
0,"August 31, 2002",0.541266,FJD Fiji Dollar
0,"September 30, 2002",0.547205,FJD Fiji Dollar
0,"October 31, 2002",0.549886,FJD Fiji Dollar
0,"November 30, 2002",0.561445,FJD Fiji Dollar
0,"December 31, 2002",0.562633,FJD Fiji Dollar
0,"January 31, 2003",0.582156,FJD Fiji Dollar
0,"February 28, 2003",0.594415,FJD Fiji Dollar
0,"March 31, 2003",0.602405,FJD Fiji Dollar
0,"April 30, 2003",0.60854,FJD Fiji Dollar
0,"May 31, 2003",0.645614,FJD Fiji Dollar
0,"June 30, 2003",0.66493,FJD Fiji Dollar
0,"July 31, 2003",0.662814,FJD Fiji Dollar
0,"August 31, 2003",0.651724,FJD Fiji Dollar
0,"September 30, 2003",0.660245,FJD Fiji Dollar
0,"October 31, 2003",0.692937,FJD Fiji Dollar
0,"November 30, 2003",0.71572,FJD Fiji Dollar
0,"December 31, 2003",0.736881,FJD Fiji Dollar
0,"January 31, 2004",0.767829,FJD Fiji Dollar
0,"February 29, 2004",0.776447,FJD Fiji Dollar
0,"March 31, 2004",0.749381,FJD Fiji Dollar
0,"April 30, 2004",0.74861,FJD Fiji Dollar
0,"May 31, 2004",0.706948,FJD Fiji Dollar
0,"June 30, 2004",0.694808,FJD Fiji Dollar
0,"July 31, 2004",0.714939,FJD Fiji Dollar
0,"August 31, 2004",0.710277,FJD Fiji Dollar
0,"September 30, 2004",0.703539,FJD Fiji Dollar
0,"October 31, 2004",0.732149,FJD Fiji Dollar
0,"November 30, 2004",0.770377,FJD Fiji Dollar
0,"December 31, 2004",0.766064,FJD Fiji Dollar
0,"January 31, 2005",0.765886,FJD Fiji Dollar
0,"February 28, 2005",0.780806,FJD Fiji Dollar
0,"March 31, 2005",0.785669,FJD Fiji Dollar
0,"April 30, 2005",0.773222,FJD Fiji Dollar
0,"May 31, 2005",0.766697,FJD Fiji Dollar
0,"June 30, 2005",0.766312,FJD Fiji Dollar
0,"July 31, 2005",0.753611,FJD Fiji Dollar
0,"August 31, 2005",0.76235,FJD Fiji Dollar
0,"September 30, 2005",0.764917,FJD Fiji Dollar
0,"October 31, 2005",0.754216,FJD Fiji Dollar
0,"November 30, 2005",0.7354,FJD Fiji Dollar
0,"December 31, 2005",0.74205,FJD Fiji Dollar
0,"January 31, 2006",0.748888,FJD Fiji Dollar
0,"February 28, 2006",0.741646,FJD Fiji Dollar
0,"March 31, 2006",0.728117,FJD Fiji Dollar
0,"April 30, 2006",0.735298,FJD Fiji Dollar
0,"May 31, 2006",0.764506,FJD Fiji Dollar
0,"June 30, 2006",0.740439,FJD Fiji Dollar
0,"July 31, 2006",0.751108,FJD Fiji Dollar
0,"August 31, 2006",0.762766,FJD Fiji Dollar
0,"September 30, 2006",0.756105,FJD Fiji Dollar
0,"October 31, 2006",0.753266,FJD Fiji Dollar
0,"November 30, 2006",0.771959,FJD Fiji Dollar
0,"December 31, 2006",0.785923,FJD Fiji Dollar
0,"January 31, 2007",0.782585,FJD Fiji Dollar
0,"February 28, 2007",0.782223,FJD Fiji Dollar
0,"March 31, 2007",0.792145,FJD Fiji Dollar
0,"April 30, 2007",0.826121,FJD Fiji Dollar
0,"May 31, 2007",0.824412,FJD Fiji Dollar
0,"June 30, 2007",0.841369,FJD Fiji Dollar
0,"July 31, 2007",0.8673,FJD Fiji Dollar
0,"August 31, 2007",0.830764,FJD Fiji Dollar
0,"September 30, 2007",0.844477,FJD Fiji Dollar
0,"October 31, 2007",0.897676,FJD Fiji Dollar
0,"November 30, 2007",0.89882,FJD Fiji Dollar
0,"December 31, 2007",0.872079,FJD Fiji Dollar
0,"January 31, 2008",0.881419,FJD Fiji Dollar
0,"February 29, 2008",0.908731,FJD Fiji Dollar
0,"March 31, 2008",0.924613,FJD Fiji Dollar
0,"April 30, 2008",0.930074,FJD Fiji Dollar
0,"May 31, 2008",0.947824,FJD Fiji Dollar
0,"June 30, 2008",0.950205,FJD Fiji Dollar
0,"July 31, 2008",0.962141,FJD Fiji Dollar
0,"August 31, 2008",0.886928,FJD Fiji Dollar
0,"September 30, 2008",0.820147,FJD Fiji Dollar
0,"October 31, 2008",0.698368,FJD Fiji Dollar
0,"November 30, 2008",0.657614,FJD Fiji Dollar
0,"December 31, 2008",0.671663,FJD Fiji Dollar
0,"January 31, 2009",0.67825,FJD Fiji Dollar
0,"February 28, 2009",0.649911,FJD Fiji Dollar
0,"March 31, 2009",0.665408,FJD Fiji Dollar
0,"April 30, 2009",0.714794,FJD Fiji Dollar
0,"May 31, 2009",0.761852,FJD Fiji Dollar
0,"June 30, 2009",0.8039,FJD Fiji Dollar
0,"July 31, 2009",0.801809,FJD Fiji Dollar
0,"August 31, 2009",0.835031,FJD Fiji Dollar
0,"September 30, 2009",0.860661,FJD Fiji Dollar
0,"October 31, 2009",0.904449,FJD Fiji Dollar
0,"November 30, 2009",0.918268,FJD Fiji Dollar
0,"December 31, 2009",0.901461,FJD Fiji Dollar
0,"January 31, 2010",0.910971,FJD Fiji Dollar
0,"February 28, 2010",0.885171,FJD Fiji Dollar
0,"March 31, 2010",0.910915,FJD Fiji Dollar
0,"April 30, 2010",0.925888,FJD Fiji Dollar
0,"May 31, 2010",0.874617,FJD Fiji Dollar
0,"June 30, 2010",0.853896,FJD Fiji Dollar
0,"July 31, 2010",0.874687,FJD Fiji Dollar
0,"August 31, 2010",0.900667,FJD Fiji Dollar
0,"September 30, 2010",0.934946,FJD Fiji Dollar
0,"October 31, 2010",0.980949,FJD Fiji Dollar
0,"November 30, 2010",0.988948,FJD Fiji Dollar
0,"December 31, 2010",0.992106,FJD Fiji Dollar
0,"January 31, 2011",0.997458,FJD Fiji Dollar
0,"February 28, 2011",1.00857,FJD Fiji Dollar
0,"March 31, 2011",1.010227,FJD Fiji Dollar
0,"April 30, 2011",1.057694,FJD Fiji Dollar
0,"May 31, 2011",1.069041,FJD Fiji Dollar
0,"June 30, 2011",1.0605,FJD Fiji Dollar
0,"July 31, 2011",1.077977,FJD Fiji Dollar
0,"August 31, 2011",1.049288,FJD Fiji Dollar
0,"September 30, 2011",1.028416,FJD Fiji Dollar
0,"October 31, 2011",1.013382,FJD Fiji Dollar
0,"November 30, 2011",1.013919,FJD Fiji Dollar
0,"December 31, 2011",1.014037,FJD Fiji Dollar
0,"January 31, 2012",1.038605,FJD Fiji Dollar
0,"February 29, 2012",1.072094,FJD Fiji Dollar
0,"March 31, 2012",1.055216,FJD Fiji Dollar
0,"April 30, 2012",1.035825,FJD Fiji Dollar
0,"May 31, 2012",0.999002,FJD Fiji Dollar
0,"June 30, 2012",0.996554,FJD Fiji Dollar
0,"July 31, 2012",1.029849,FJD Fiji Dollar
0,"August 31, 2012",1.048147,FJD Fiji Dollar
0,"September 30, 2012",1.040441,FJD Fiji Dollar
0,"October 31, 2012",1.029096,FJD Fiji Dollar
0,"November 30, 2012",1.039525,FJD Fiji Dollar
0,"December 31, 2012",1.045817,FJD Fiji Dollar
0,"January 31, 2013",1.049211,FJD Fiji Dollar
0,"February 28, 2013",1.032333,FJD Fiji Dollar
0,"March 31, 2013",1.033905,FJD Fiji Dollar
0,"April 30, 2013",1.037919,FJD Fiji Dollar
0,"May 31, 2013",0.993495,FJD Fiji Dollar
0,"June 30, 2013",0.944223,FJD Fiji Dollar
0,"July 31, 2013",0.915825,FJD Fiji Dollar
0,"August 31, 2013",0.904539,FJD Fiji Dollar
0,"September 30, 2013",0.925886,FJD Fiji Dollar
0,"October 31, 2013",0.951809,FJD Fiji Dollar
0,"November 30, 2013",0.932589,FJD Fiji Dollar
0,"December 31, 2013",0.898481,FJD Fiji Dollar
0,"January 31, 2014",0.885959,FJD Fiji Dollar
0,"February 28, 2014",0.895596,FJD Fiji Dollar
0,"March 31, 2014",0.907179,FJD Fiji Dollar
0,"April 30, 2014",0.931476,FJD Fiji Dollar
0,"May 31, 2014",0.935072,FJD Fiji Dollar
0,"June 30, 2014",0.936401,FJD Fiji Dollar
0,"July 31, 2014",0.939235,FJD Fiji Dollar
0,"August 31, 2014",0.930935,FJD Fiji Dollar
0,"September 30, 2014",0.906378,FJD Fiji Dollar
0,"October 31, 2014",0.876443,FJD Fiji Dollar
0,"November 30, 2014",0.866082,FJD Fiji Dollar
0,"December 31, 2014",0.824382,FJD Fiji Dollar
0,"January 31, 2015",0.808002,FJD Fiji Dollar
0,"February 28, 2015",0.779628,FJD Fiji Dollar
0,"March 31, 2015",0.773236,FJD Fiji Dollar
0,"April 30, 2015",0.772879,FJD Fiji Dollar
0,"May 31, 2015",0.788624,FJD Fiji Dollar
0,"June 30, 2015",0.770904,FJD Fiji Dollar
0,"July 31, 2015",0.742075,FJD Fiji Dollar
0,"August 31, 2015",0.730924,FJD Fiji Dollar
0,"September 30, 2015",0.706281,FJD Fiji Dollar
0,"October 31, 2015",0.720566,FJD Fiji Dollar
0,"November 30, 2015",0.714379,FJD Fiji Dollar
0,"December 31, 2015",0.724635,FJD Fiji Dollar
0,"January 31, 2016",0.703091,FJD Fiji Dollar
0,"February 29, 2016",0.712552,FJD Fiji Dollar
0,"March 31, 2016",0.749411,FJD Fiji Dollar
0,"April 30, 2016",0.766435,FJD Fiji Dollar
0,"May 31, 2016",0.732371,FJD Fiji Dollar
0,"June 30, 2016",0.739273,FJD Fiji Dollar
0,"July 31, 2016",0.752822,FJD Fiji Dollar
0,"August 31, 2016",0.762738,FJD Fiji Dollar
0,"September 30, 2016",0.757159,FJD Fiji Dollar
0,"October 31, 2016",0.761607,FJD Fiji Dollar
0,"November 30, 2016",0.752025,FJD Fiji Dollar
0,"December 31, 2016",0.733774,FJD Fiji Dollar
0,"January 31, 2017",0.745303,FJD Fiji Dollar
0,"February 28, 2017",0.766843,FJD Fiji Dollar
0,"March 31, 2017",0.762076,FJD Fiji Dollar
0,"April 30, 2017",0.753423,FJD Fiji Dollar
0,"May 31, 2017",0.743242,FJD Fiji Dollar
0,"June 30, 2017",0.755527,FJD Fiji Dollar
0,"July 31, 2017",0.780004,FJD Fiji Dollar
0,"August 31, 2017",0.791564,FJD Fiji Dollar
0,"September 30, 2017",0.797674,FJD Fiji Dollar
0,"October 31, 2017",0.778581,FJD Fiji Dollar
0,"November 30, 2017",0.762175,FJD Fiji Dollar
0,"December 31, 2017",0.765781,FJD Fiji Dollar
0,"January 31, 2018",0.7954,FJD Fiji Dollar
0,"February 28, 2018",0.786972,FJD Fiji Dollar
0,"March 31, 2018",0.775811,FJD Fiji Dollar
0,"April 30, 2018",0.768174,FJD Fiji Dollar
0,"May 31, 2018",0.75304,FJD Fiji Dollar
0,"June 30, 2018",0.749633,FJD Fiji Dollar
0,"July 31, 2018",0.740481,FJD Fiji Dollar
0,"August 31, 2018",0.732792,FJD Fiji Dollar
0,"September 30, 2018",0.720047,FJD Fiji Dollar
0,"October 31, 2018",0.710399,FJD Fiji Dollar
0,"November 30, 2018",0.724688,FJD Fiji Dollar
0,"December 31, 2018",0.716011,FJD Fiji Dollar
0,"January 31, 2019",0.715311,FJD Fiji Dollar
0,"February 28, 2019",0.714243,FJD Fiji Dollar
0,"March 31, 2019",0.707874,FJD Fiji Dollar
0,"April 30, 2019",0.711352,FJD Fiji Dollar
0,"May 31, 2019",0.694645,FJD Fiji Dollar
0,"June 30, 2019",0.694795,FJD Fiji Dollar
0,"July 31, 2019",0.698253,FJD Fiji Dollar
0,"August 31, 2019",0.67743,FJD Fiji Dollar
0,"September 30, 2019",0.680854,FJD Fiji Dollar
0,"October 31, 2019",0.680027,FJD Fiji Dollar
0,"November 30, 2019",0.68277,FJD Fiji Dollar
0,"December 31, 2019",0.688739,FJD Fiji Dollar
0,"January 08, 2020",0.694128,FJD Fiji Dollar
0,Average,{{results.average}},FJD Fiji Dollar
0,{{point.Date}},{{point.Rate}},FJD Fiji Dollar
0,Average,0.761312,GBP British Pound
0,"January 31, 1990",0.781105,GBP British Pound
0,"February 28, 1990",0.759321,GBP British Pound
0,"March 31, 1990",0.755618,GBP British Pound
0,"April 30, 1990",0.763662,GBP British Pound
0,"May 31, 1990",0.761055,GBP British Pound
0,"June 30, 1990",0.779029,GBP British Pound
0,"July 31, 1990",0.790762,GBP British Pound
0,"August 31, 1990",0.808713,GBP British Pound
0,"September 30, 1990",0.825116,GBP British Pound
0,"October 31, 1990",0.800595,GBP British Pound
0,"November 30, 1990",0.7729,GBP British Pound
0,"December 31, 1990",0.77019,GBP British Pound
0,"January 31, 1991",0.779295,GBP British Pound
0,"February 28, 1991",0.783505,GBP British Pound
0,"March 31, 1991",0.771067,GBP British Pound
0,"April 30, 1991",0.779468,GBP British Pound
0,"May 31, 1991",0.774268,GBP British Pound
0,"June 30, 1991",0.759815,GBP British Pound
0,"July 31, 1991",0.771559,GBP British Pound
0,"August 31, 1991",0.782345,GBP British Pound
0,"September 30, 1991",0.79369,GBP British Pound
0,"October 31, 1991",0.792505,GBP British Pound
0,"November 30, 1991",0.786595,GBP British Pound
0,"December 31, 1991",0.771224,GBP British Pound
0,"January 31, 1992",0.747557,GBP British Pound
0,"February 29, 1992",0.751784,GBP British Pound
0,"March 31, 1992",0.758645,GBP British Pound
0,"April 30, 1992",0.762405,GBP British Pound
0,"May 31, 1992",0.75587,GBP British Pound
0,"June 30, 1992",0.755605,GBP British Pound
0,"July 31, 1992",0.745065,GBP British Pound
0,"August 31, 1992",0.724786,GBP British Pound
0,"September 30, 1992",0.722548,GBP British Pound
0,"October 31, 1992",0.71481,GBP British Pound
0,"November 30, 1992",0.689837,GBP British Pound
0,"December 31, 1992",0.689736,GBP British Pound
0,"January 31, 1993",0.672974,GBP British Pound
0,"February 28, 1993",0.682937,GBP British Pound
0,"March 31, 1993",0.707752,GBP British Pound
0,"April 30, 1993",0.711545,GBP British Pound
0,"May 31, 1993",0.698585,GBP British Pound
0,"June 30, 1993",0.674918,GBP British Pound
0,"July 31, 1993",0.677876,GBP British Pound
0,"August 31, 1993",0.677364,GBP British Pound
0,"September 30, 1993",0.651667,GBP British Pound
0,"October 31, 1993",0.661,GBP British Pound
0,"November 30, 1993",0.66465,GBP British Pound
0,"December 31, 1993",0.673635,GBP British Pound
0,"January 31, 1994",0.696075,GBP British Pound
0,"February 28, 1994",0.716105,GBP British Pound
0,"March 31, 1994",0.71087,GBP British Pound
0,"April 30, 1994",0.715648,GBP British Pound
0,"May 31, 1994",0.724333,GBP British Pound
0,"June 30, 1994",0.732909,GBP British Pound
0,"July 31, 1994",0.734085,GBP British Pound
0,"August 31, 1994",0.7401,GBP British Pound
0,"September 30, 1994",0.742,GBP British Pound
0,"October 31, 1994",0.737875,GBP British Pound
0,"November 30, 1994",0.75492,GBP British Pound
0,"December 31, 1994",0.773886,GBP British Pound
0,"January 31, 1995",0.76469,GBP British Pound
0,"February 28, 1995",0.744726,GBP British Pound
0,"March 31, 1995",0.734517,GBP British Pound
0,"April 30, 1995",0.73564,GBP British Pound
0,"May 31, 1995",0.727164,GBP British Pound
0,"June 30, 1995",0.719591,GBP British Pound
0,"July 31, 1995",0.72792,GBP British Pound
0,"August 31, 1995",0.741365,GBP British Pound
0,"September 30, 1995",0.75371,GBP British Pound
0,"October 31, 1995",0.75699,GBP British Pound
0,"November 30, 1995",0.745343,GBP British Pound
0,"December 31, 1995",0.740525,GBP British Pound
0,"January 31, 1996",0.74171,GBP British Pound
0,"February 29, 1996",0.75557,GBP British Pound
0,"March 31, 1996",0.771362,GBP British Pound
0,"April 30, 1996",0.785664,GBP British Pound
0,"May 31, 1996",0.796995,GBP British Pound
0,"June 30, 1996",0.791215,GBP British Pound
0,"July 31, 1996",0.789741,GBP British Pound
0,"August 31, 1996",0.783045,GBP British Pound
0,"September 30, 1996",0.79279,GBP British Pound
0,"October 31, 1996",0.791791,GBP British Pound
0,"November 30, 1996",0.796837,GBP British Pound
0,"December 31, 1996",0.79661,GBP British Pound
0,"January 31, 1997",0.777557,GBP British Pound
0,"February 28, 1997",0.767679,GBP British Pound
0,"March 31, 1997",0.787471,GBP British Pound
0,"April 30, 1997",0.778682,GBP British Pound
0,"May 31, 1997",0.7751,GBP British Pound
0,"June 30, 1997",0.754224,GBP British Pound
0,"July 31, 1997",0.741986,GBP British Pound
0,"August 31, 1997",0.740362,GBP British Pound
0,"September 30, 1997",0.723095,GBP British Pound
0,"October 31, 1997",0.719714,GBP British Pound
0,"November 30, 1997",0.695256,GBP British Pound
0,"December 31, 1997",0.661873,GBP British Pound
0,"January 31, 1998",0.656585,GBP British Pound
0,"February 28, 1998",0.674363,GBP British Pound
0,"March 31, 1998",0.669627,GBP British Pound
0,"April 30, 1998",0.652309,GBP British Pound
0,"May 31, 1998",0.631235,GBP British Pound
0,"June 30, 1998",0.604559,GBP British Pound
0,"July 31, 1998",0.618022,GBP British Pound
0,"August 31, 1998",0.588838,GBP British Pound
0,"September 30, 1998",0.588862,GBP British Pound
0,"October 31, 1998",0.617852,GBP British Pound
0,"November 30, 1998",0.634942,GBP British Pound
0,"December 31, 1998",0.618205,GBP British Pound
0,"January 31, 1999",0.632438,GBP British Pound
0,"February 28, 1999",0.640356,GBP British Pound
0,"March 31, 1999",0.630812,GBP British Pound
0,"April 30, 1999",0.643106,GBP British Pound
0,"May 31, 1999",0.662591,GBP British Pound
0,"June 30, 1999",0.656407,GBP British Pound
0,"July 31, 1999",0.656213,GBP British Pound
0,"August 31, 1999",0.644636,GBP British Pound
0,"September 30, 1999",0.649619,GBP British Pound
0,"October 31, 1999",0.651144,GBP British Pound
0,"November 30, 1999",0.638834,GBP British Pound
0,"December 31, 1999",0.640753,GBP British Pound
0,"January 31, 2000",0.656473,GBP British Pound
0,"February 29, 2000",0.627936,GBP British Pound
0,"March 31, 2000",0.608637,GBP British Pound
0,"April 30, 2000",0.595797,GBP British Pound
0,"May 31, 2000",0.578235,GBP British Pound
0,"June 30, 2000",0.593783,GBP British Pound
0,"July 31, 2000",0.588344,GBP British Pound
0,"August 31, 2000",0.580595,GBP British Pound
0,"September 30, 2000",0.553183,GBP British Pound
0,"October 31, 2000",0.528437,GBP British Pound
0,"November 30, 2000",0.522436,GBP British Pound
0,"December 31, 2000",0.547552,GBP British Pound
0,"January 31, 2001",0.555634,GBP British Pound
0,"February 28, 2001",0.53462,GBP British Pound
0,"March 31, 2001",0.504155,GBP British Pound
0,"April 30, 2001",0.501531,GBP British Pound
0,"May 31, 2001",0.520594,GBP British Pound
0,"June 30, 2001",0.518121,GBP British Pound
0,"July 31, 2001",0.510379,GBP British Pound
0,"August 31, 2001",0.524508,GBP British Pound
0,"September 30, 2001",0.506944,GBP British Pound
0,"October 31, 2001",0.504499,GBP British Pound
0,"November 30, 2001",0.517075,GBP British Pound
0,"December 31, 2001",0.51426,GBP British Pound
0,"January 31, 2002",0.517389,GBP British Pound
0,"February 28, 2002",0.51305,GBP British Pound
0,"March 31, 2002",0.524835,GBP British Pound
0,"April 30, 2002",0.535586,GBP British Pound
0,"May 31, 2002",0.54908,GBP British Pound
0,"June 30, 2002",0.568429,GBP British Pound
0,"July 31, 2002",0.554785,GBP British Pound
0,"August 31, 2002",0.541266,GBP British Pound
0,"September 30, 2002",0.547205,GBP British Pound
0,"October 31, 2002",0.549886,GBP British Pound
0,"November 30, 2002",0.561445,GBP British Pound
0,"December 31, 2002",0.562633,GBP British Pound
0,"January 31, 2003",0.582156,GBP British Pound
0,"February 28, 2003",0.594415,GBP British Pound
0,"March 31, 2003",0.602405,GBP British Pound
0,"April 30, 2003",0.60854,GBP British Pound
0,"May 31, 2003",0.645614,GBP British Pound
0,"June 30, 2003",0.66493,GBP British Pound
0,"July 31, 2003",0.662814,GBP British Pound
0,"August 31, 2003",0.651724,GBP British Pound
0,"September 30, 2003",0.660245,GBP British Pound
0,"October 31, 2003",0.692937,GBP British Pound
0,"November 30, 2003",0.71572,GBP British Pound
0,"December 31, 2003",0.736881,GBP British Pound
0,"January 31, 2004",0.767829,GBP British Pound
0,"February 29, 2004",0.776447,GBP British Pound
0,"March 31, 2004",0.749381,GBP British Pound
0,"April 30, 2004",0.74861,GBP British Pound
0,"May 31, 2004",0.706948,GBP British Pound
0,"June 30, 2004",0.694808,GBP British Pound
0,"July 31, 2004",0.714939,GBP British Pound
0,"August 31, 2004",0.710277,GBP British Pound
0,"September 30, 2004",0.703539,GBP British Pound
0,"October 31, 2004",0.732149,GBP British Pound
0,"November 30, 2004",0.770377,GBP British Pound
0,"December 31, 2004",0.766064,GBP British Pound
0,"January 31, 2005",0.765886,GBP British Pound
0,"February 28, 2005",0.780806,GBP British Pound
0,"March 31, 2005",0.785669,GBP British Pound
0,"April 30, 2005",0.773222,GBP British Pound
0,"May 31, 2005",0.766697,GBP British Pound
0,"June 30, 2005",0.766312,GBP British Pound
0,"July 31, 2005",0.753611,GBP British Pound
0,"August 31, 2005",0.76235,GBP British Pound
0,"September 30, 2005",0.764917,GBP British Pound
0,"October 31, 2005",0.754216,GBP British Pound
0,"November 30, 2005",0.7354,GBP British Pound
0,"December 31, 2005",0.74205,GBP British Pound
0,"January 31, 2006",0.748888,GBP British Pound
0,"February 28, 2006",0.741646,GBP British Pound
0,"March 31, 2006",0.728117,GBP British Pound
0,"April 30, 2006",0.735298,GBP British Pound
0,"May 31, 2006",0.764506,GBP British Pound
0,"June 30, 2006",0.740439,GBP British Pound
0,"July 31, 2006",0.751108,GBP British Pound
0,"August 31, 2006",0.762766,GBP British Pound
0,"September 30, 2006",0.756105,GBP British Pound
0,"October 31, 2006",0.753266,GBP British Pound
0,"November 30, 2006",0.771959,GBP British Pound
0,"December 31, 2006",0.785923,GBP British Pound
0,"January 31, 2007",0.782585,GBP British Pound
0,"February 28, 2007",0.782223,GBP British Pound
0,"March 31, 2007",0.792145,GBP British Pound
0,"April 30, 2007",0.826121,GBP British Pound
0,"May 31, 2007",0.824412,GBP British Pound
0,"June 30, 2007",0.841369,GBP British Pound
0,"July 31, 2007",0.8673,GBP British Pound
0,"August 31, 2007",0.830764,GBP British Pound
0,"September 30, 2007",0.844477,GBP British Pound
0,"October 31, 2007",0.897676,GBP British Pound
0,"November 30, 2007",0.89882,GBP British Pound
0,"December 31, 2007",0.872079,GBP British Pound
0,"January 31, 2008",0.881419,GBP British Pound
0,"February 29, 2008",0.908731,GBP British Pound
0,"March 31, 2008",0.924613,GBP British Pound
0,"April 30, 2008",0.930074,GBP British Pound
0,"May 31, 2008",0.947824,GBP British Pound
0,"June 30, 2008",0.950205,GBP British Pound
0,"July 31, 2008",0.962141,GBP British Pound
0,"August 31, 2008",0.886928,GBP British Pound
0,"September 30, 2008",0.820147,GBP British Pound
0,"October 31, 2008",0.698368,GBP British Pound
0,"November 30, 2008",0.657614,GBP British Pound
0,"December 31, 2008",0.671663,GBP British Pound
0,"January 31, 2009",0.67825,GBP British Pound
0,"February 28, 2009",0.649911,GBP British Pound
0,"March 31, 2009",0.665408,GBP British Pound
0,"April 30, 2009",0.714794,GBP British Pound
0,"May 31, 2009",0.761852,GBP British Pound
0,"June 30, 2009",0.8039,GBP British Pound
0,"July 31, 2009",0.801809,GBP British Pound
0,"August 31, 2009",0.835031,GBP British Pound
0,"September 30, 2009",0.860661,GBP British Pound
0,"October 31, 2009",0.904449,GBP British Pound
0,"November 30, 2009",0.918268,GBP British Pound
0,"December 31, 2009",0.901461,GBP British Pound
0,"January 31, 2010",0.910971,GBP British Pound
0,"February 28, 2010",0.885171,GBP British Pound
0,"March 31, 2010",0.910915,GBP British Pound
0,"April 30, 2010",0.925888,GBP British Pound
0,"May 31, 2010",0.874617,GBP British Pound
0,"June 30, 2010",0.853896,GBP British Pound
0,"July 31, 2010",0.874687,GBP British Pound
0,"August 31, 2010",0.900667,GBP British Pound
0,"September 30, 2010",0.934946,GBP British Pound
0,"October 31, 2010",0.980949,GBP British Pound
0,"November 30, 2010",0.988948,GBP British Pound
0,"December 31, 2010",0.992106,GBP British Pound
0,"January 31, 2011",0.997458,GBP British Pound
0,"February 28, 2011",1.00857,GBP British Pound
0,"March 31, 2011",1.010227,GBP British Pound
0,"April 30, 2011",1.057694,GBP British Pound
0,"May 31, 2011",1.069041,GBP British Pound
0,"June 30, 2011",1.0605,GBP British Pound
0,"July 31, 2011",1.077977,GBP British Pound
0,"August 31, 2011",1.049288,GBP British Pound
0,"September 30, 2011",1.028416,GBP British Pound
0,"October 31, 2011",1.013382,GBP British Pound
0,"November 30, 2011",1.013919,GBP British Pound
